CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
883939,N-Q,9,JPMorgan,4113,NaN,06/20/14,NaN,NaN,Buy,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,4280,NaN,06/20/14,NaN,NaN,Buy,NaN,0.540%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,6305,NaN,06/20/14,NaN,NaN,Buy,NaN,0.350%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,4302,NaN,06/20/14,NaN,NaN,Buy,NaN,0.500%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,4435,NaN,06/20/14,NaN,NaN,Buy,NaN,0.585%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,3985,NaN,06/20/14,NaN,NaN,Buy,NaN,0.320%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,4270,NaN,06/20/14,NaN,NaN,Buy,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,500,NaN,06/20/14,NaN,NaN,Buy,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,250,NaN,06/20/14,NaN,NaN,Buy,NaN,1.400%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,4555,NaN,06/20/14,NaN,NaN,Buy,NaN,0.230%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,16975,NaN,06/20/14,NaN,NaN,Buy,NaN,0.385%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,11267,NaN,06/20/14,NaN,NaN,Buy,NaN,1.480%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston ,11695,NaN,06/20/14,NaN,NaN,NaN,NaN,2.220%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,16975,NaN,06/20/14,NaN,NaN,NaN,NaN,0.240%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,11781,NaN,06/20/14,NaN,NaN,NaN,NaN,1.050%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,12245,NaN,06/20/14,NaN,NaN,NaN,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,9640,NaN,06/20/14,NaN,NaN,NaN,NaN,0.550%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,10325,NaN,06/20/14,NaN,NaN,NaN,NaN,0.330%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,1155,NaN,06/20/14,NaN,NaN,NaN,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,575,NaN,06/20/14,NaN,NaN,NaN,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,11035,NaN,06/20/14,NaN,NaN,NaN,NaN,0.540%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,8730,NaN,06/20/14,NaN,NaN,NaN,NaN,0.350%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,5961,NaN,06/20/14,NaN,NaN,NaN,NaN,0.500%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,6045,NaN,06/20/14,NaN,NaN,NaN,NaN,0.585%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,8730,NaN,06/20/14,NaN,NaN,NaN,NaN,0.320%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Credit Suisse First Boston,6227,NaN,06/20/14,NaN,NaN,NaN,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,6320,NaN,06/20/14,NaN,NaN,NaN,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,5605,NaN,06/20/14,NaN,NaN,NaN,NaN,1.400%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,JPMorgan,6005,NaN,06/20/14,NaN,NaN,NaN,NaN,0.230%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,675,NaN,06/20/14,NaN,NaN,NaN,NaN,0.385%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,335,NaN,06/20/14,NaN,NaN,NaN,NaN,1.480%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,6410,NaN,06/20/14,NaN,NaN,Buy,NaN,2.220%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,"(8,500",NaN,09/20/12,NaN,NaN,Buy,NaN,0.240%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Deutsche Bank,(50,NaN,12/20/13,NaN,NaN,Buy,NaN,1.050%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Deutsche Bank,(50,NaN,12/20/13,NaN,NaN,Buy,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,1150,NaN,06/20/14,NaN,NaN,Buy,NaN,0.750%,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,9,Barclays Bank PLC,570,NaN,06/20/14,NaN,NaN,Buy,NaN,1.400%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Southwest Airlines Co. ,350, Southwest Airlines Co. ," December 20, 2011 ",NaN,NaN,Buy,NaN,0.540%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Dell Inc. ,300, Dell Inc. ," March 20, 2012 ",NaN,NaN,Buy,NaN,0.750%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Covidien Limited ,113, Covidien Limited ," March 20, 2012 ",NaN,NaN,NaN,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Covidien Limited ,50, Covidien Limited ," March 20, 2012 ",NaN,NaN,NaN,NaN,0.240%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Tyco Electronics ,113, Tyco Electronics ," March 20, 2012 ",NaN,NaN,NaN,NaN,1.050%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Tyco Electronics ,50, Tyco Electronics ," March 20, 2012 ",NaN,NaN,NaN,NaN,1.250%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Tyco International Limited ,113, Tyco International Limited ," March 20, 2012 ",NaN,NaN,NaN,NaN,0.750%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Tyco International Limited ,50, Tyco International Limited ," March 20, 2012 ",NaN,NaN,NaN,NaN,1.400%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7, Dow Jones CDX.NA.IG8 ,800, Dow Jones CDX.NA.IG8 ," June 20, 2012 ",NaN,NaN,NaN,NaN,0.540%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Southwest Airlines Co.,350,Southwest Airlines Co.,"December 20, 2011",NaN,NaN,NaN,NaN,0.750%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Dell Inc.,300,Dell Inc.,"March 20, 2012",NaN,NaN,NaN,NaN,2.750%,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Covidien Limited,113,Covidien Limited,"March 20, 2012",NaN,NaN,NaN,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Covidien Limited,50,Covidien Limited,"March 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Tyco Electronics,113,Tyco Electronics,"March 20, 2012",NaN,NaN,NaN,NaN,3.3,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Tyco Electronics,50,Tyco Electronics,"March 20, 2012",NaN,NaN,750,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Tyco International Limited,113,Tyco International Limited,"March 20, 2012",NaN,NaN,535,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Tyco International Limited,50,Tyco International Limited,"March 20, 2012",NaN,NaN,1480,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
913534,N-Q,7,Dow Jones CDX.NA.IG8,800,Dow Jones CDX.NA.IG8,"June 20, 2012",NaN,NaN,1290,NaN,3.3,NaN,#VALUE!,#VALUE!,#VALUE!
1174610,N-CSR,17,NaN,300000,NaN,06/20/21,NaN,"(13,877",1020,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
1174610,N-CSR,17,NaN,3000000,NaN,12/20/21,NaN,"(112,494",280,NaN,5/25/46,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSR,11,     Barclays Bank PLC ,2000000,     SLM Corp. ,     12/20/2013 ,NaN,     0.25% ,750,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,DBAG,13900000,CMBX.NA.AAA 6/A32,5/11/63,88000,NaN,935,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,MSCS,13205000,CMBX.NA.AAA 6/A32,5/11/63,136000,NaN,1000,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,UBSAG,13010000,CMBX.NA.AAA 6/A32,5/11/63,46000,NaN,595,NaN,6/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,GSI,13900000,CMBX.NA.AAA 6/A32,5/11/63,125000,NaN,595,NaN,6/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,DBAG,13900000,CMBX.NA.AAA 6/A32,5/11/63,75000,NaN,600,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,CSFBI,13110000,CMBX.NA.AAA 6/A32,5/11/63,195000,NaN,600,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,DBAG,12950000,CMBX.NA.AAA 6/A32,5/11/63,186000,NaN,2205,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,DBAG,25900000,CMBX.NA.AAA 6/A32,5/11/63,392000,NaN,120,NaN,6/20/18,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,MSCS,24970000,CMBX.NA.AAA 6/A32,5/11/63,358000,NaN,2355,NaN,6/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,CSFBI,26315000,CMBX.NA.AAA 6/A32,5/11/63,384000,NaN,1075,NaN,6/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
105563,N-CSR,14,MSCS,13205000,CMBX.NA.AAA 6/A32,5/11/63,136000,NaN,1140,NaN,6/20/18,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"Barclays Capital   Dow Jones CDX North America Investment Grade Index, Series 9","$7,710","Barclays Capital   Dow Jones CDX North America Investment Grade Index, Series 9",12/20/12,$(283,$258,1295,NaN,9/20/10,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"Goldman Sachs   Dow Jones CDX North America Investment Grade Index, Series 8",7808,"Goldman Sachs   Dow Jones CDX North America Investment Grade Index, Series 8",6/20/12,(441,111,145,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",9000,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",12/20/13,,$195.00,340,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",12/20/13,$(134,$195,1545,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",,"JPMorgan Chase Dow   Jones CDX North America Investment Grade Index, Series 11",12/20/13,$(134,$195,1175,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"Barclays Capital   Dow Jones CDX North America Investment Grade Index, Series 9","$7,710","Barclays Capital   Dow Jones CDX North America Investment Grade Index, Series 9",12/20/12,$(283,$258,1575,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
741375,N-CSRS,9,"Goldman Sachs   Dow Jones CDX North America Investment Grade Index, Series 8",7808,"Goldman Sachs   Dow Jones CDX North America Investment Grade Index, Series 8",6/20/12,(441,111,260,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,Financing Inc. ,"$2,000,000 ",AMR Corp. ,Mar 2013 ,NaN,NaN,650,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",3000000,AMR Corp. ,Sep 2010 ,NaN,NaN,2695,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",3000000,AMR Corp. ,Sep 2010 ,NaN,NaN,105,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",5000000,AMR Corp. ,Sep 2010 ,NaN,NaN,560,NaN,12/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",3000000,AMR Corp. ,Sep 2012 ,NaN,NaN,355,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",10000000,LLC ,Jun 2013 ,NaN,NaN,340,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",5000000,LLC ,Jun 2013 ,NaN,NaN,355,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",5000000,Inc ,Sep 2013 ,NaN,NaN,615,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
315554,N-Q,10,"Services, Inc. ",5000000,Inc ,Sep 2013 ,NaN,NaN,1215,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1040587,N-CSR,6,      Goldman Sachs & Co. ,11200000,Dow Jones CDXNorth AmericanHigh Yield 100 6th IndexEffective: 3128106,6/20/2011,136622,NaN,680,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1040587,N-CSR,6,"      Bear Stearns & Co., Inc. ",5000000,Dow Jones CDXNorth AmericanHigh Yield 100 6th IndexEffective: 3128106,6/20/2011,62650,NaN,2360,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Barclays Bank PLC**,4700000,Dow Jones CDX EM15 Index,6/20/2016,NaN,NaN,NaN,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,JPMorgan Chase Bank**,100000,Dow Jones CDX EM14 Index,12/20/2015,NaN,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,"Morgan Stanley Capital Services, Inc.**",200000,Dow Jones CDX EM14 Index,12/20/2015,NaN,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Termination,Fixed,Unrealized Appreciation,Notional,NaN,NaN,NaN,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Counterparty,Amount,Obligation,Date,NaN,NaN,NaN,NaN,6/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Deutsche Bank AG**,1000000,United Kingdom of Great Britain,6/20/2015,NaN,NaN,NaN,NaN,5/25/46,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Royal Bank of Scotland PLC**,500000,Federal Republic of Brazil,6/20/2015,NaN,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Citibank NA**,100000,Government of France,6/20/2015,NaN,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Deutsche Bank AG**,200000,Government of France,6/20/2016,NaN,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
927413,N-Q,11,Barclays Bank PLC**,700000,"France (Govt of), 4.25%, due 04/25/19",12/20/2015,NaN,NaN,NaN,NaN,6/20/12,4.25,5.6666666667,8.5,17
927413,N-Q,11,Goldman Sachs International**,500000,"Japan Govt-55, 2.00%, due 03/21/22",12/20/2015,NaN,NaN,NaN,NaN,6/20/09,2,2.6666666667,4,8
927413,N-Q,11,Credit Suisse International**,600000,"United Kingdom Treasury, 4.25%, due 06/07/32",12/20/2015,NaN,NaN,NaN,NaN,12/20/08,4.25,5.6666666667,8.5,17
217420,N-Q,9, Morgan Stanley             International Limited ,7000, Wachovia        CDS 6/20/13 ,  6-20-13  ,  $(207)  ,NaN,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1267902,N-CSR,6,NaN,10000,NaN,"March 20, 2011",(32,NaN,NaN,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1267902,N-CSR,6,NaN,10000,NaN,"March 20, 2011",82,NaN,NaN,NaN,6/20/18,NaN,#VALUE!,#VALUE!,#VALUE!
1267902,N-CSR,6,NaN,10000,NaN,"March 20, 2011",546,NaN,NaN,NaN,6/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4800000,NaN,10/12/52,"(91,213",264013,NaN,NaN,6/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,5525000,NaN,10/12/52,"(91,178",290078,NaN,NaN,6/20/18,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,5525000,NaN,10/12/52,"(118,803",317703,NaN,NaN,9/20/10,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,13300000,NaN,10/12/52,"(485,487",964287,NaN,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4600000,NaN,10/12/52,"(167,913",333513,NaN,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,2300000,NaN,6/20/17,"(2,086",21727,NaN,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Credit Suisse Securities LLC,775000,NaN,6/20/16,11257,-,NaN,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4850000,NaN,6/20/17,34563,6855,NaN,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,3145000,NaN,10/12/52,"(190,874",304094,NaN,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,365000,NaN,10/12/52,"(10,585",23725,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,950000,NaN,10/12/52,"(23,196",57396,NaN,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,400000,NaN,10/12/52,"(4,600",19000,NaN,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,850000,NaN,10/12/52,"(11,902",42502,NaN,NaN,12/20/13,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,2300000,NaN,10/12/52,"(43,706",126506,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,300000,NaN,10/12/52,"(4,951",15751,NaN,NaN,9/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,1100000,NaN,10/12/52,"(23,653",63253,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,3100000,NaN,10/12/52,"(113,158",224759,NaN,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,1350000,NaN,10/12/52,"(49,279",97879,NaN,NaN,12/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,925000,NaN,10/12/52,"(59,200",92500,NaN,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,24500000,NaN,6/20/17,"(22,214",231442,NaN,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Credit Suisse Securities LLC,1125000,NaN,6/20/16,16340,-,Buy,NaN,12/20/12,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,19250000,NaN,6/20/17,137185,27210,NaN,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,2950000,NaN,10/12/52,"(188,800",295000,Buy,NaN,3/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,10030000,NaN,10/12/52,"(608,733",969813,Buy,NaN,12/20/08,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4200000,NaN,10/12/52,"(121,800",273000,NaN,NaN,6/20/09,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4200000,NaN,10/12/52,"(102,550",253750,NaN,NaN,(1.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Goldman Sachs & Co.,4575000,NaN,10/12/52,"(52,612",217312, Sell,NaN,(1.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,"$2,350,000",NaN,6/20/17,"(2,131",22200,NaN,NaN,(5.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,5000000,NaN,6/20/17,35939,6760,Sell,NaN,(1.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,5000000,NaN,10/12/52,"(107,514",287514,NaN,NaN,(5.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,2500000,NaN,10/12/52,"(85,007",175007,NaN,NaN,(1.000,NaN,#VALUE!,#VALUE!,#VALUE!
1317146,N-CSRS,12,Barclays Bank PLC,6000000,NaN,10/12/52,51000,165000,NaN,NaN,2.85,NaN,#VALUE!,#VALUE!,#VALUE!
822671,N-CSRS,15,CMBX NA BBB  Index ,"$98,000 ",CMBX NA BBB  Index ,1/17/47 ,NaN,$755 ,NaN,NaN,(2.25%),NaN,#VALUE!,#VALUE!,#VALUE!
822671,N-CSRS,15,CMBX NA BBB  Index ,139000,CMBX NA BBB  Index ,1/17/47 ,NaN,4162,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8, Bank of America  ," $1,525000", First Data Corp., 12/20/09,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8," Citigroup, Inc."," 7,000000"," AMD, Inc.", 12/20/12,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8,"Citigroup, Inc."," 3,050000", First Data Corp., 12/20/09,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8,"Citigroup, Inc."," 3,050000", First Data Corp. , 12/21/09,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8," Citigroup, Inc."," 4,000000", Motors Corp., 9/20/09,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8," Citigroup, Inc."," 5,000000", Networks Corp., 12/20/09,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8,"Citigroup, Inc."," 10,000000", Nortel Networks Corp., 12/20/10,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
921370,N-CSR,8, Goldman SachsCapital Markets L.P.," 1,600000", General Motors Corp., 9/20/10,NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Hartford Financial Services Group Inc.,NaN,Goldman Sachs International   Hartford Financial Services Group Inc.,"December 20, 2011",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,"Goldman Sachs International   Motorola, Inc.",NaN,"Goldman Sachs International   Motorola, Inc.","December 20, 2011",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,"Goldman Sachs International   Motorola, Inc.",NaN,"Goldman Sachs International   Motorola, Inc.","December 20, 2011",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Union Pacific Corporation,NaN,Goldman Sachs International   Union Pacific Corporation,"December 20, 2011",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Southwest Airlines Co.,NaN,Goldman Sachs International   Southwest Airlines Co.,"December 20, 2011",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Chubb Corp,NaN,Goldman Sachs International   Chubb Corp,"March 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Dell Inc,NaN,Goldman Sachs International   Dell Inc,"March 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Tyco International Ltd.,NaN,Goldman Sachs International   Tyco International Ltd.,"March 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   Tyco International Ltd.,NaN,Goldman Sachs International   Tyco International Ltd.,"March 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
837529,N-Q,7,Goldman Sachs International   SLM Corp,NaN,Goldman Sachs International   SLM Corp,"June 20, 2012",NaN,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
